mean_x,3.5166e-06
mean_y,-2.4162e-06
mean_z,3.5484e-06
mean_d,0.00014707
rms,0.00016066
d,5.5494e-06
t_4m_d,72.0801
t_4m_md,2.7198
t_4m_rms,2.4897
